Country Code;Country Name;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969;1968;1967;1966;1965;1964;1963;1962;1961;1960;1959;1958;1957;1956;1955;1954;1953;1952;1951;1950;1949;1948;1947;1946;1945;1944;1943;1942;1941;1940;1939;1938;1937;1936;1935;1934;1933;1932;1931;1930;1929;1928;1927;1926;1925;1924;1923;1922;1921;1920;1919;1918;1917;1916;1915;1914;1913;1912;1911;1910;1909;1908;1907;1906;1905;1904;1903;1902;1901;1900
SEN;SENEGAL;;0;0;0;0;0;0;0;;0;1000;6492;0;;0;30000;0;;;0;17500;0;;;;;10000;0;0;0;0;0;0;;;0;0;0;;;;;;;;0;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
SRB;SERBIA;0;0;0;;1470;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRB;SERBIA MONTENEGRO;;;;;;;;;0;1845;;;0;0;12;10369;;;;;;;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYC;SEYCHELLES;0;0;;;;;;;0;;70;;0;;;;;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLE;SIERRA LEONE;0;2257;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGP;SINGAPORE;;;;;;;;;;;;0;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVK;SLOVAKIA;;0;0;;0;;;0;0;0;0;0;0;0;0;941;756;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVN;SLOVENIA;0;;0;;;;;1050;;0;0;0;;;;;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLB;SOLOMON IS;0;0;0;0;590;0;0;0;;;;150;1100;;;;0;0;;;;0;0;;;;500;;60000;0;;;0;;;0;;0;;0;;;;0;;;200;0;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOM;SOMALIA;;0;20000;0;200;0;0;2000;0;2500;1500;0;0;0;220000;0;0;230000;0;0;0;;;;;0;0;30000;0;0;;0;;0;0;;;0;;;0;;;;;0;;;;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZAF;SOUTH AFRICA;0;0;0;3500;0;0;3500;1600;0;0;15000;600;1000;600;650;8300;0;0;500;0;2000;15000;;0;0;;0;0;0;;0;0;0;185;0;;0;0;;;0;;;;;0;0;;;;0;;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;
SSD;SOUTH SUDAN;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESP;SPAIN;0;0;0;15000;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;0;;0;0;6000;0;0;0;0;0;;;;;0;0;0;;;;;;;;;0;;;;;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LKA;SRI LANKA;;3861;69000;1060273;0;60000;0;0;0;0;480000;0;0;160;0;375000;75000;0;10000;120000;728150;40000;261140;197151;0;200000;0;0;0;0;390000;250000;0;0;0;0;0;0;;;0;;;;;0;;0;100000;;100000;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHN;ST HELENA;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KNA;ST KITTS AND NEVIS;;;;;;;;;;;;;;;;100;0;;;0;;;;;0;1300;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LCA;ST LUCIA;;0;;;0;;;0;;;0;;;;;200;;;0;;150;;;;;;0;0;0;;;0;;;10000;;;;;;;;;;;;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VCT;ST VINCENT AND THE GRENADINES;;62;;0;100;;;;;0;0;;0;;;0;;;;;;;0;;;;;200;0;;;;;;500;0;;0;;;;;;0;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
SDN;SUDAN;;0;0;0;10000;0;0;200000;6000;4780;0;0;0;0;0;45000;100000;0;55700;;0;2000;;0;0;;1000000;0;0;;;30000;;;0;;0;;0;0;;;;;;;;;0;0;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUR;SURINAME;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWZ;SWAZILAND;;;;;;;0;0;0;260;;;;0;0;;;;0;;;;0;;0;;;;;;500;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE;SWEDEN;;0;;;;;;;;0;;0;0;;;0;;;;;;;;;0;;;;;0;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHE;SWITZERLAND;;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;;;0;;0;0;0;0;0;0;0;;;;;0;0;0;;;;;0;;0;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYR;SYRIAN ARAB REP;;;;;;;0;;0;;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;0;;;75000;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHN;TAIWAN (CHINA);;0;0;;0;0;0;1800;0;0;0;0;0;2000;2000;100000;0;0;0;;0;;0;0;0;0;;0;0;;0;0;;0;;;;0;;;;;;;;0;;0;0;0;23000;;0;0;0;0;0;;;;;0;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;0;;;;;;
TJK;TAJIKISTAN;0;0;0;0;1134;0;0;125;0;735;0;780;3490;150;0;4503;916;0;0;0;1051;60357;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TZA;TANZANIA UNI REP;0;;0;6776;;0;1942;0;21500;0;0;0;2000;1050;1835;0;0;2104;0;20000;9500;280;;0;20868;0;0;0;6000;0;0;0;0;;0;0;0;0;;;18000;;;;;;0;0;;;3900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;0;;;;;;;0;
THA;THAILAND;0;15254;0;0;0;0;1000;0;0;0;50;0;36104;4730;0;200;;0;0;56984;62141;30388;27120;37507;0;45000;0;0;0;0;0;0;;0;0;;0;0;;0;;;;;;;;;5000;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TLS;TIMOR-LESTE;0;;;;;;;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TGO;TOGO;;0;;;0;0;0;13374;0;;;0;0;0;;0;0;;0;75000;1500;;;;;0;0;;;;;0;;;;;;;;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TKL;TOKELAU;;;;;;;;;;25;;;;;;;;;;;;;;;102;;;30;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;
TON;TONGA;0;;;0;;0;;;;;0;;;0;;;0;3000;;;;;;;500;;;;;;;;46500;;;;;500;;;;200;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TTO;TRINIDAD AND TOBAGO;;;;;0;;;;;0;0;;;;;;;215;0;;;10;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUN;TUNISIA;;;;;;0;;0;;;;0;;;;;;;;;;;;;0;;0;;2500;;;;0;;;0;;0;;;;0;;;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR;TURKEY;;0;0;32075;200;0;300;36;0;0;50000;45000;30000;0;350;655000;128100;;9000;48500;0;0;95000;0;0;;685;0;250;65;0;33000;;0;0;;2500;0;51000;0;0;;0;27465;0;0;0;87000;0;0;0;;0;;;;;0;0;;;0;0;0;;0;0;;0;;0;0;0;;0;0;0;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;;;
TKM;TURKMENISTAN;;;;;;;;;;;;;;;0;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TCA;TURKS AND CAICOS IS;;;;;;;0;;;;0;;;;;;;;;;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUV;TUVALU;;;;0;;;;;;;;;;;;;;;;;;150;;;400;;;0;;;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UGA;UGANDA;;0;3368;0;0;0;0;282975;0;0;20000;1500;200;300;10000;0;2200;3500;0;;0;;0;0;0;0;0;0;0;;;;0;;;0;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
UKR;UKRAINE;;1995;0;;0;0;0;1267;0;0;;0;;0;0;;24340;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GBR;UNITED KINGDOM;0;0;0;;0;0;0;30000;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;;0;;;;0;0;;;;0;;;;0;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;UNITED STATES;150;8247;1305;32100;0;1326;300;1127;267;1542;1035;16101;3409;75868;6374;7209;6644;400;0;2000;21030;300;250540;300;0;25015;0;0;0;20000;5500;6000;15500;0;8900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;0;0;0;0;;0;0;;;;0;0;0;0;;;;;0;0;0;;;0;;0;;;0;0;;;0;;;0;;;0
URY;URUGUAY;;;;;0;0;;10000;;0;0;0;2700;0;100;1000;0;500;;;;0;0;0;;;;;2500;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UZB;UZBEKISTAN;;;;0;;;;;;0;;;;;0;0;0;;;;;;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VUT;VANUATU;0;;;0;;0;0;;0;0;0;;0;295;;2000;0;0;;;0;7000;0;;0;;6600;0;;0;;;;0;;0;;0;;0;;;0;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VEN;VENEZUELA;;;0;2000;0;0;0;;40;1650;4080;200;0;;0;122888;;21500;16500;0;500;5500;0;0;0;2000;0;1700;800;0;;;;0;0;;;;;;;;;0;;;;0;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VNM;VIET NAM;;7325;297045;0;1620;108635;12660;47525;352680;18205;0;18880;0;23100;11860;143555;44980;383045;0;0;1000;12185;48789;456505;2000;781000;0;352000;0;225000;1000;601360;0;;664500;;79000;0;;;;0;;0;0;;;;70361;;0;;;;;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VGB;VIRGIN IS (UK);;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIR;VIRGIN IS (US);;;;;;;;;;;0;;;;;0;0;;;10000;;;;;;8000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WLF;WALLIS AND FUTUNA IS;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YEM;YEMEN;;0;;;1000;0;0;0;2300;500;;0;440;0;0;7500;0;;114210;;;12500;;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZMB;ZAMBIA;;0;0;0;150;0;0;0;0;0;0;11000;;0;0;0;0;;;0;;;0;0;0;0;;;0;;;0;0;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZWE;ZIMBABWE;0;0;;0;0;0;0;0;;0;;0;0;0;66000;0;0;;0;;;;0;0;;;;;;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
