X,Y,source_url,what3words,upstream,name,completeness,uuid,date_modified,source,version,type,physical-address,phone,email,url,defining-hours
125.003211661268,10.75935815,http://www.openstreetmap.org/way/197880865,indiscreet.unfunded.lavishes,openstreetmap¶w197880865,Abuyog District Hospital,41.18%,36846ae99f314db5bc3b296471934e9f,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,Abuyog,,,,
120.379975279049,17.5570321,http://www.openstreetmap.org/way/267218040,uninviting.cheesy.homes,openstreetmap¶w267218040,Acas Clinic and Hospital,35.29%,691c88c3345940f5a4b8ffad48900a14,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
120.7974809,14.875114,http://www.openstreetmap.org/node/3044684716,steams.start.icicles,openstreetmap¶n3044684716,Accucare Diagnostic Center,35.29%,02e7cea8aa5e43e9937d1cf2dbf78d96,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
120.9788187,14.4491321,http://www.openstreetmap.org/node/1754910608,founders.sporting.voices,openstreetmap¶n1754910608,Accuhealth Diagnostics,35.29%,1bb3b13b9cc04a6aa30baa49ade5c8e1,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
121.075778,14.7048623,http://www.openstreetmap.org/node/4275785331,coaching.potato.unwell,OpenStreetMap¶n4275785331,Ace Diagnostics,35.29%,7370cd82d1f941da99c1c0eb1cff2c0c,2016/07/01 15:24:03+00,OpenStreetMap,2,clinic,Commonwealth Avenue,,,,
121.170718975073,14.5818337,http://www.openstreetmap.org/way/114368100,cobbled.zebra.required,openstreetmap¶w114368100,Acop Medical Clinic,35.29%,e2d3bd56fd1c4b358758a1110c4b82d5,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
121.0016426,14.5378894,http://www.openstreetmap.org/node/3545965275,nurses.draining.digs,openstreetmap¶n3545965275,Acosta,35.29%,2d10d85b61e542e39349d96245de6cd8,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,,,,
122.5681383,10.7079825,http://www.openstreetmap.org/node/2280504649,glorious.edgy.varieties,openstreetmap¶n2280504649,Active Care EMS,35.29%,3a89fdcf7d3a45c68f8eefa636e4960b,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
121.0335119,14.5920052,http://www.openstreetmap.org/node/4401967180,tone.mammoth.frozen,OpenStreetMap¶n4401967180,Addition Hills Health Center,29.41%,e5bbc859450449f299a7961d3ae13a6e,2016/09/15 02:45:03+00,OpenStreetMap,2,clinic,,,,,
126.190290316476,9.0688211,http://www.openstreetmap.org/way/455050285,unevenness.unsuited.mansion,OpenStreetMap¶w455050285,Adela Serra Ty Memorial Medical Center,29.41%,6a115f048fba412b84c5928a94f8876e,2016/11/22 09:19:54+00,OpenStreetMap,2,hospital,,,,,
120.382869056157,17.5682329,http://www.openstreetmap.org/way/262195281,booms.nutritional.incautious,openstreetmap¶w262195281,Adora Clinic and Hospital,35.29%,09ee263b08e7433ca8602b3aa7d27751,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
121.0132833,14.5807968,http://www.openstreetmap.org/node/3074418276,depended.resist.puff,openstreetmap¶n3074418276,Adoracion Diagnostic Center,35.29%,9043b63a283042b28e0ba6e6e8184891,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,,,,
123.8873317,10.2962714,http://www.openstreetmap.org/node/4340936153,rotate.sagging.declining,OpenStreetMap¶n4340936153,Adventist Hospital-Cebu,35.29%,6319f626920a434392b12699c6f6ae65,2016/11/16 15:02:21+00,OpenStreetMap,2,hospital,"400 San Nicolas, Tres de Abril Street, 6000",,,,
120.9916161,14.4422175,http://www.openstreetmap.org/node/1728914761,share.trumped.shack,openstreetmap¶n1728914761,Aesthetic Avenue Medical Clinic,35.29%,2ce74bf06121440c82d5381aaf4140ec,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
123.73083036374,13.13975415,http://www.openstreetmap.org/way/249138505,gasping.play.prepares,OpenStreetMap¶w249138505,Ago General Hospital,29.41%,cd0ced9f0bc04d7a8a9e9829ff58fba0,2016/01/12 06:14:19+00,OpenStreetMap,2,hospital,,,,,
123.213125,13.621423,http://www.openstreetmap.org/node/254753595,provider.civic.draining,openstreetmap¶n254753595,Ago Medical Hospital,35.29%,4099369f7b074e468e6524d4f67996e6,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
120.3604536,16.343871,http://www.openstreetmap.org/node/921111110,lump.insensible.keypad,openstreetmap¶n921111110,Agoo Family Hospital,35.29%,4586b3b21d274049971c76f3cb2504d5,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
125.505372639944,8.9478846,http://www.openstreetmap.org/way/226946089,forecast.rested.limo,openstreetmap¶w226946089,Agusan del Norte Provincial Hospital,35.29%,ee15e1ab45234515a190bc98747006e7,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
121.0444794,14.5522398,http://www.openstreetmap.org/node/3233877596,farmland.stale.blitz,openstreetmap¶n3233877596,Aimee Aguilar-Teo M.D.,35.29%,ba76ca1eb0794993a5539f2bb1ffecea,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,,,,
121.020005499764,14.5168894,http://www.openstreetmap.org/way/265570671,passions.pitchers.slides,openstreetmap¶w265570671,Air Force General Hospital,35.29%,61cc7178636749d0b52430924152bcf1,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
121.0244718,14.42783445,http://www.openstreetmap.org/way/23378684,tarred.bags.creeps,openstreetmap¶w23378684,Alabang Medical Center,41.18%,2d9d5d97e8a44e6f87f049f9fd0e7b2b,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,Muntinlupa,,,,
121.0444262,14.3910624,http://www.openstreetmap.org/node/1294244416,trample.girder.sampled,openstreetmap¶n1294244416,Alabang Medical Clinic,35.29%,f4451cc6a9764b169f5d51326fa48ed3,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
120.99698919836,14.44292675,http://www.openstreetmap.org/way/240131999,ponies.zooms.dabbing,openstreetmap¶w240131999,Alabang Medical Clinic,35.29%,ce1ed1a284ee4117bd9f9826fd92a4ee,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
121.0147819,14.430872,http://www.openstreetmap.org/node/1315869712,bolts.driven.inhaler,openstreetmap¶n1315869712,Alabang Medical Clinic (Almanza Branch),35.29%,292e4610eca94bed988af854a2013da0,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
121.0499702,14.4192377,http://www.openstreetmap.org/node/1826181619,response.advising.bearings,openstreetmap¶n1826181619,Alabang Medical Clinic (Montillano Branch),35.29%,283d73fde9a54873bd9b8fd60b038ff2,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
119.9702788,16.1305042,http://www.openstreetmap.org/node/1698460654,pawnshops.heartland.carmakers,OpenStreetMap¶n1698460654,"Alaminos Doctors Hospital, Alaminos Doctors Hospital",29.41%,52ac964e27d9481d975081904fb31c46,2016/10/17 23:37:56+00,OpenStreetMap,2,hospital,,,,,
124.846315032765,11.20748555,http://www.openstreetmap.org/way/246565202,unfeeling.danger.canisters,openstreetmap¶w246565202,Alangalang Rural Health Unit,35.29%,99edc2efa656436b9b910bce1594fc06,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
123.7372168,13.1384687,http://www.openstreetmap.org/node/3940966068,lawn.crispy.triangle,OpenStreetMap¶n3940966068,Albay Medical Specialists Clinic,29.41%,45e7bd6c563e48799f771c0468782435,2016/01/12 06:30:33+00,OpenStreetMap,2,clinic,,,,,
123.733083024905,13.139345,http://www.openstreetmap.org/way/249853474,renew.lamps.rejected,OpenStreetMap¶w249853474,Albay Poly Clinic,29.41%,b2e3cca85c894c28966a01b5041ab94a,2016/01/03 02:43:32+00,OpenStreetMap,2,clinic,,,,,
122.4309319,10.7864696,http://www.openstreetmap.org/node/3833641541,landowning.paragraphs.peppermint,OpenStreetMap¶n3833641541,Aleosan District Hospital,29.41%,a75c26e7f51a45b4b871f5fb51b9da52,2015/11/13 01:25:02+00,OpenStreetMap,2,hospital,,,,,
125.583086245824,7.06009165,http://www.openstreetmap.org/way/29176720,prompting.flushed.bronzer,OpenStreetMap¶w29176720,Alexian Health and Wellness Center,35.29%,39110229402d4778b1b805b2f4734722,2016/09/03 06:26:39+00,OpenStreetMap,2,clinic,"McArthur Highway, Davao City, 8000",,,,
121.0861052,14.5681954,http://www.openstreetmap.org/node/1998698325,chains.scouting.float,openstreetmap¶n1998698325,Alfonso Clinic,35.29%,74db503677784c7fbe68a48d3d043b27,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
118.744154833869,9.74861125,http://www.openstreetmap.org/way/274474061,stud.spiking.ruled,openstreetmap¶w274474061,Alfonso Medical Clinic,35.29%,d828e76acd6a41758225826d3e4b4d9d,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
121.996897955243,18.2578957,http://www.openstreetmap.org/way/267432255,guess.imploded.nonviable,openstreetmap¶w267432255,Alfonso Ponce Enrile Memorial District Hospital,35.29%,8fbcdb9df75949928337f1d6dd1e7cfc,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
123.372461260398,10.80809505,http://www.openstreetmap.org/way/316764727,undirected.mice.tearful,openstreetmap¶w316764727,"Alfredo E. Marañon, Sr. Memorial District Hospital",35.29%,044ffe747aac4d51aea176639a203637,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
124.440884825317,9.89797405,http://www.openstreetmap.org/way/317473993,spurs.rectangle.hoaxes,openstreetmap¶w317473993,Alicia Birthing Center,35.29%,3e0acd2334ae4bdcb85f3a26dc8b5a65,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
121.5549234,18.2267566,http://www.openstreetmap.org/node/4172953389,behind.weathermen.delivers,OpenStreetMap¶n4172953389,Allacapan Rural Health Unit,29.41%,2a995b33fe9e47b8bd1ac49b7f954215,2016/05/08 15:03:25+00,OpenStreetMap,2,clinic,,,,,
124.867309725356,6.4784759,http://www.openstreetmap.org/way/315695271,beats.button.earl,openstreetmap¶w315695271,Allah Valley Hospital,35.29%,314f1d081ac34566acd9f1f3e1af6bd9,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
122.5401127,10.7438442,http://www.openstreetmap.org/node/4496950464,survivor.doll.private,OpenStreetMap¶n4496950464,Allied Care Experts (ACE) Medical Center,29.41%,085f6246fb6b4bf58c5d68e5a2322c72,2016/11/12 15:51:26+00,OpenStreetMap,2,hospital,,,,,
120.8844595,14.9520114,http://www.openstreetmap.org/node/4717619893,rise.perfect.groomed,OpenStreetMap¶n4717619893,"Allied Care Experts Medical Center Baliuag, Allied Care Experts Medical Center Baliuag",29.41%,b43fad2af0d041daaa32d1d5ce589cf4,2017/03/05 04:33:47+00,OpenStreetMap,2,hospital,,,,,
120.9577349,14.7154241,http://www.openstreetmap.org/node/4568449790,pushy.suppers.offshore,OpenStreetMap¶n4568449790,"Allied Care Experts Medical Center Valenzuela, ALLIED CARE EXPERTS MEDICAL CENTER VALENZUELA",35.29%,c3b3280e1c6645529f55168711befbfd,2017/02/13 13:54:30+00,OpenStreetMap,2,hospital,MacArthur Highway,,,,
123.3016063,9.316855,http://www.openstreetmap.org/node/2934976454,gender.second.arming,openstreetmap¶n2934976454,Allied Home Health Services,35.29%,4805a4c0ec5a4f92b6ee148ed41ac687,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,,,,
121.016017651193,14.42005835,http://www.openstreetmap.org/way/273410303,teachers.odds.sailor,openstreetmap¶w273410303,Almanza II Health Center,35.29%,fdd028e4a5044562b0cd6fb1665a0973,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
123.8051048,8.4816028,http://www.openstreetmap.org/node/4401966989,slap.binders.dating,OpenStreetMap¶n4401966989,"Almonte Skin Clinic, Almonte Skin Clinic",29.41%,17c4eae4e7934ec8bfe9fbcaaaaafc69,2016/09/15 02:43:40+00,OpenStreetMap,2,clinic,,,,,
125.6219532,7.0815209,http://www.openstreetmap.org/node/4129797189,dweller.juggle.contents,OpenStreetMap¶n4129797189,Alojado Dental Clinic,29.41%,ae9c907d18314217a1cdcc2db59a186b,2016/04/18 07:47:15+00,OpenStreetMap,2,clinic,,,,,
121.0252023,14.5727259,http://www.openstreetmap.org/node/4591617193,clasps.angers.command,OpenStreetMap¶n4591617193,"Alro Drugtesting Center, Alro Drugtesting Center",41.18%,4507ead5c1e848d9aad31479c0f46895,2017/01/05 23:23:16+00,OpenStreetMap,2,clinic,"9624, Pililla, 1208",09285067903,alro_med@yahoo.com,,
125.63204602481,7.0869882,http://www.openstreetmap.org/way/37121709,kettles.hinted.bench,openstreetmap¶w37121709,Alterado General Hospital,35.29%,c201165c28754c8187c41bbc149e4195,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
120.8881944,13.497375,http://www.openstreetmap.org/node/358209328,playmates.victimless.multiply,openstreetmap¶n358209328,Amade Clinic,35.29%,5acf04f226914de885c1fd76c6586fc8,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
120.888156063191,13.49730815,http://www.openstreetmap.org/way/458734064,congas.shames.knowledge,OpenStreetMap¶w458734064,Amade Clinic,29.41%,afa826cff620404f87feb41b8a21dfe6,2016/12/09 18:15:11+00,OpenStreetMap,2,hospital,,,,,
124.530801270571,7.1894124,http://www.openstreetmap.org/way/462582429,equated.boards.tabulated,OpenStreetMap¶w462582429,"Amado Diaz Hospital, Amado Diaz Hospital",29.41%,21be9c7c19d8465da12f3446560d6357,2016/12/29 15:08:30+00,OpenStreetMap,2,hospital,,,,,
121.0975038,14.6336058,http://www.openstreetmap.org/node/2620997853,earlobe.safest.frock,openstreetmap¶n2620997853,Amana Dental and Medical Clinic,35.29%,3bb6d72ef58f4df4836d2f0d30eca961,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,,,,
121.09845651492,14.63614525,http://www.openstreetmap.org/way/54025002,sometime.fevered.easy,openstreetmap¶w54025002,Amang Rodriguez Memorial Medical Center,41.18%,76defc985d9e4fd9825b11cf2a2b6456,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,"Don Juan Sumulong, Marikina",,,,
120.9781047,14.6328532,http://www.openstreetmap.org/node/1279209740,nagging.promoted.travels,openstreetmap¶n1279209740,Amisola Maternity Hospital,35.29%,b59d7cfcb5834c719bd7e4964899ac14,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
123.2238475,9.4639849,http://www.openstreetmap.org/node/3707471121,complex.centipedes.heartbeats,openstreetmap¶n3707471121,Amlan Rural Health Unit,35.29%,179648f9b52742fd9c6ca4f8d9b3a078,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,,,,
122.534637741628,10.7146162,http://www.openstreetmap.org/way/142868363,slurs.happily.jobs,openstreetmap¶w142868363,Amosup Seamen's Hospital,35.29%,8346e2af7c2549aca418afdb89551b81,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
125.602599349822,8.9609432,http://www.openstreetmap.org/way/318831549,traumas.assists.barring,openstreetmap¶w318831549,Ampayon Main Health Center,35.29%,124713164b9d4e12ac05fc16a2eca9bc,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,,,,
124.9535625,10.8100393,http://www.openstreetmap.org/node/3844213613,deputies.grilled.heartbreaking,OpenStreetMap¶n3844213613,Andres Bonifacio Health Center,29.41%,aaa617da5f6b4157931a4f4b9a311824,2015/11/19 08:37:40+00,OpenStreetMap,2,clinic,,,,,
126.341090713497,8.18345725,http://www.openstreetmap.org/way/153929858,towels.consents.urgencies,openstreetmap¶w153929858,Andres Soriano Memorial Hospital,35.29%,1b62595c015942f5b82a37b7690c2ca1,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,,
125.1483117,6.1763117,http://www.openstreetmap.org/node/4292229194,stutterers.relieves.contorted,OpenStreetMap¶n4292229194,Angel Paanakan,41.18%,76b2fc1de94c4bc584865e5e89d87fc6,2016/07/09 06:11:02+00,OpenStreetMap,2,clinic,Golingan 1,09161297919,,,
121.9391547,13.9924128,http://www.openstreetmap.org/node/1114428132,sieves.puppeteers.swimsuits,openstreetmap¶n1114428132,"Angeles Health Center,Atimonan Quezon",35.29%,525dc01429aa40c8a3a5d8fb36b951ae,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
120.5893314,15.1412652,http://www.openstreetmap.org/node/679310305,bright.formally.remake,openstreetmap¶n679310305,Angeles Medical Center,35.29%,e5e2f0a1dfe04ee68c45c381dd12b65b,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
120.594989299113,15.14508105,http://www.openstreetmap.org/way/174725525,letter.nibbled.friction,openstreetmap¶w174725525,Angeles University Foundation Medical Center,41.18%,f2abdf47d00d42648533519ba080bbf0,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,"MacArthur Highway, Angeles",,,,
120.5843133,15.1494454,http://www.openstreetmap.org/node/4597725993,magazine.sport.major,OpenStreetMap¶n4597725993,"Angeles city bloodbank, Angeles city bloodbank",29.41%,b058b64e38554a0585fe4f992f544fed,2017/01/09 10:30:29+00,OpenStreetMap,2,clinic,,,,,
121.152155860773,14.5266915,http://www.openstreetmap.org/way/263121475,truth.choirs.luring,openstreetmap¶w263121475,Angono General Hospital,41.18%,443a25999ef9450da590c4a12f0abdbc,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,Angono,,,,
121.152911005755,14.5314111,http://www.openstreetmap.org/way/261877875,cloth.explored.renamed,openstreetmap¶w261877875,Angono Medics Hospital,41.18%,7ca331f1ada545578796a2f08e55fb9e,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,Angono,,,,
121.0239213,14.5889615,http://www.openstreetmap.org/node/4445664435,tragedy.vocab.sculpture,OpenStreetMap¶n4445664435,Animal Bite Center,35.29%,0996e1271c3d4b7094d59389845d3fdf,2016/10/13 11:39:25+00,OpenStreetMap,2,clinic,123,,,,
123.30083485,9.3218948,http://www.openstreetmap.org/way/243873832,sourced.unwind.panther,openstreetmap¶w243873832,Animal Disease (rabies) Diagnostic Laboratory,35.29%,81bdab1a74664892b9a0df5049587775,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,,,,
121.0312571,14.6943711,http://www.openstreetmap.org/node/597000047,dialect.circling.adjust,openstreetmap¶n597000047,Ann Francis Maternity Hospital,35.29%,604a34fbe8ee48d08e67bfdf58912390,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,
121.1782608,14.5919011,http://www.openstreetmap.org/way/297887297,trainers.relaxed.sprawls,openstreetmap¶w297887297,Antipolo Community Hospital,41.18%,bbf63f7b02f64dffbd36e99d7cc17e95,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,Antipolo,,,,
